Order_Date,Order_Number,Product_ID,Library_Card_Number,Order_Quantity
45283,Ord75,PROD25,TC26,12
45283,Ord663,PROD42,TC94,15
45283,Ord728,PROD33,TC96,16
45288,Ord783,PROD36,TC41,5
45294,Ord921,PROD15,STC97,13
45301,Ord462,PROD12,STC64,10
45303,Ord74,PROD43,TC27,17
45308,Ord895,PROD43,TC60,10
45315,Ord344,PROD30,STC26,20
45318,Ord729,PROD19,STC90,16
45321,Ord558,PROD22,TC67,17
45325,Ord651,PROD45,STC15,19
45327,Ord147,PROD23,TC45,17
45328,Ord498,PROD24,TC71,18
45336,Ord403,PROD16,TC13,1
45337,Ord470,PROD42,TC23,2
45339,Ord652,PROD26,TC79,13
45346,Ord175,PROD42,STC98,17
45349,Ord290,PROD10,TC81,18
45354,Ord355,PROD13,STC53,9
45355,Ord722,PROD49,TC47,2
45357,Ord821,PROD10,STC80,6
45364,Ord761,PROD24,STC37,13
45383,Ord437,PROD28,STC31,19
45385,Ord95,PROD22,STC97,2
45391,Ord56,PROD35,STC86,13
45396,Ord657,PROD18,TC91,10
45396,Ord965,PROD14,TC57,7
45399,Ord960,PROD27,TC69,15
45413,Ord13,PROD49,STC100,1
45417,Ord937,PROD15,STC85,4
45419,Ord623,PROD28,TC15,16
45420,Ord836,PROD36,STC67,16
45426,Ord768,PROD27,STC94,7
45432,Ord699,PROD31,STC71,10
45435,Ord389,PROD49,STC23,4
45441,Ord434,PROD13,TC29,18
45443,Ord179,PROD35,TC56,8
45443,Ord624,PROD19,STC27,2
45443,Ord902,PROD36,STC18,4
45447,Ord303,PROD17,TC36,7
45451,Ord293,PROD16,STC100,8
45452,Ord604,PROD29,STC46,18
45452,Ord785,PROD36,TC27,3
45453,Ord839,PROD50,TC92,14
45455,Ord86,PROD45,TC98,7
45455,Ord922,PROD26,TC48,12
45459,Ord474,PROD15,TC77,11
45461,Ord472,PROD20,TC44,20
45465,Ord872,PROD16,TC90,1
45473,Ord372,PROD15,TC27,1
45484,Ord991,PROD34,TC58,2
45487,Ord751,PROD39,STC18,19
45490,Ord37,PROD40,TC34,6
45495,Ord587,PROD13,STC97,17
45504,Ord235,PROD49,STC52,16
45507,Ord471,PROD46,TC82,2
45514,Ord660,PROD21,STC78,3
45516,Ord65,PROD19,TC31,5
45520,Ord544,PROD40,STC81,11
45523,Ord716,PROD17,STC27,17
45527,Ord57,PROD11,TC70,11
45531,Ord234,PROD12,TC77,3
45533,Ord656,PROD22,TC27,18
45538,Ord04,PROD24,TC37,6
45539,Ord243,PROD18,TC89,8
45542,Ord941,PROD15,TC15,7
45542,Ord945,PROD44,TC24,4
45544,Ord105,PROD24,TC15,12
45544,Ord858,PROD32,STC80,3
45552,Ord269,PROD39,STC94,17
45552,Ord401,PROD28,STC32,1
45552,Ord662,PROD46,STC15,6
45553,Ord985,PROD17,TC43,8
45557,Ord380,PROD30,STC87,3
45557,Ord995,PROD34,TC99,14
45562,Ord983,PROD36,STC52,4
45563,Ord149,PROD18,STC13,20
45564,Ord530,PROD40,STC83,11
45583,Ord381,PROD19,STC86,8
45585,Ord900,PROD24,STC34,10
45589,Ord892,PROD16,TC32,9
45596,Ord949,PROD21,TC37,10
45599,Ord85,PROD49,TC12,8
45603,Ord451,PROD21,STC38,12
45608,Ord282,PROD19,STC62,4
45612,Ord904,PROD43,TC25,6
45621,Ord705,PROD14,TC42,19
45622,Ord39,PROD12,TC39,6
45626,Ord524,PROD47,TC43,3
45629,Ord917,PROD33,STC31,9
45631,Ord797,PROD25,STC30,6
45632,Ord763,PROD48,TC87,14
45637,Ord273,PROD50,TC21,20
45637,Ord306,PROD39,STC83,1
45642,Ord912,PROD36,TC17,9
45645,Ord445,PROD45,TC14,5
45646,Ord852,PROD11,TC59,15
45647,Ord17,PROD49,STC10,12
45648,Ord881,PROD26,STC78,2
45655,Ord83,PROD36,STC29,4
45659,Ord409,PROD38,TC70,10
45662,Ord564,PROD44,TC80,13
45672,Ord510,PROD30,TC78,20
45675,Ord873,PROD41,TC99,17
45678,Ord393,PROD50,TC55,20
45681,Ord33,PROD20,TC68,8
45681,Ord52,PROD37,TC48,2
45681,Ord665,PROD30,STC77,3
45688,Ord72,PROD30,STC29,11
45702,Ord630,PROD46,TC45,20
45704,Ord377,PROD11,TC87,11
45708,Ord793,PROD22,TC58,19
45711,Ord165,PROD40,TC42,20
45713,Ord01,PROD19,STC44,10
45718,Ord737,PROD31,STC91,13
45721,Ord845,PROD29,TC63,13
45725,Ord633,PROD21,TC89,1
45731,Ord893,PROD15,TC47,19
45733,Ord42,PROD15,STC63,12
45739,Ord383,PROD12,TC12,20
45742,Ord237,PROD38,TC62,6
45743,Ord97,PROD41,STC72,16
45746,Ord156,PROD22,TC75,2
45747,Ord386,PROD32,TC22,1
45750,Ord805,PROD49,STC34,20
45759,Ord203,PROD20,TC33,7
45759,Ord442,PROD11,STC82,11
45759,Ord810,PROD38,STC51,20
45763,Ord541,PROD38,STC18,4
45763,Ord910,PROD49,STC52,11
45766,Ord486,PROD48,TC50,1
45767,Ord589,PROD34,STC57,12
45767,Ord919,PROD23,STC14,19
45768,Ord859,PROD13,STC75,15
45771,Ord58,PROD23,TC77,14
45774,Ord844,PROD22,STC85,17
45780,Ord77,PROD45,TC56,2
45780,Ord296,PROD24,TC73,8
45781,Ord36,PROD36,STC87,9
45784,Ord512,PROD22,STC93,17
45787,Ord686,PROD26,STC98,3
45791,Ord294,PROD12,STC71,8
45793,Ord289,PROD23,STC54,10
45793,Ord321,PROD22,STC11,9
45793,Ord880,PROD23,STC33,20
45794,Ord181,PROD45,TC53,13
45796,Ord757,PROD49,TC52,14
45797,Ord107,PROD26,STC36,20
45798,Ord15,PROD43,TC60,19
45807,Ord396,PROD13,TC83,15
45809,Ord320,PROD39,TC19,16
45810,Ord748,PROD24,STC30,18
45810,Ord795,PROD50,STC16,6
45819,Ord195,PROD47,STC63,15
45823,Ord71,PROD25,STC60,2
45825,Ord501,PROD13,STC96,5
45825,Ord824,PROD25,TC16,4
45830,Ord116,PROD30,TC20,18
45831,Ord846,PROD19,TC82,9
45833,Ord511,PROD49,STC95,17
45834,Ord952,PROD49,STC44,3
45838,Ord436,PROD24,STC80,14
45839,Ord341,PROD20,TC56,18
45848,Ord789,PROD28,TC21,3
45851,Ord620,PROD50,STC20,19
45851,Ord911,PROD23,STC51,17
45854,Ord529,PROD34,TC13,15
45861,Ord584,PROD22,STC32,12
45864,Ord06,PROD50,TC57,3
45867,Ord876,PROD45,TC39,10
45868,Ord611,PROD26,TC60,15
45871,Ord199,PROD28,STC50,10
45875,Ord755,PROD23,STC89,13
45875,Ord788,PROD16,TC55,16
45876,Ord214,PROD14,STC17,17
45879,Ord159,PROD15,TC88,7
45880,Ord645,PROD20,TC58,13
45890,Ord178,PROD43,STC96,2
45891,Ord35,PROD24,STC34,14
45893,Ord848,PROD49,TC33,5
45894,Ord49,PROD50,STC55,3
45896,Ord253,PROD40,STC53,15
45900,Ord102,PROD47,STC75,5
45906,Ord14,PROD19,TC46,2
45912,Ord34,PROD21,STC80,16
45921,Ord172,PROD22,STC89,7
45922,Ord605,PROD24,TC60,20
45924,Ord160,PROD41,TC15,2
45936,Ord493,PROD32,TC27,12
45941,Ord678,PROD39,TC52,11
45943,Ord369,PROD28,STC60,4
45946,Ord736,PROD27,STC83,6
45947,Ord561,PROD48,TC38,10
45950,Ord230,PROD10,STC39,9
45960,Ord459,PROD37,STC57,13
45967,Ord742,PROD12,STC23,8
45973,Ord625,PROD37,STC21,16
45974,Ord202,PROD19,TC69,13
45976,Ord780,PROD13,STC75,4
45982,Ord827,PROD13,TC75,9
45986,Ord497,PROD18,STC55,18
45986,Ord582,PROD10,TC38,18
45991,Ord352,PROD22,TC93,19
45995,Ord387,PROD18,TC75,8
45997,Ord31,PROD43,TC16,6
45997,Ord139,PROD15,STC27,20
45997,Ord752,PROD24,STC58,12
45999,Ord609,PROD38,STC89,9
46002,Ord408,PROD19,STC39,15
46002,Ord484,PROD23,TC50,12
46018,Ord967,PROD45,STC79,4
46019,Ord672,PROD27,TC27,5
46021,Ord503,PROD24,STC95,6
46022,Ord258,PROD36,STC78,4
46023,Ord854,PROD50,TC36,13
46023,Ord864,PROD48,STC99,3
46028,Ord628,PROD13,STC61,2
46029,Ord200,PROD15,STC62,16
46031,Ord740,PROD26,STC24,18
46032,Ord837,PROD19,STC79,12
46038,Ord573,PROD36,STC10,16
46042,Ord391,PROD37,STC68,8
46043,Ord23,PROD41,TC43,18
46043,Ord435,PROD16,TC98,2
46045,Ord25,PROD13,TC91,4
46057,Ord263,PROD33,STC89,5
46058,Ord410,PROD44,STC100,16
46064,Ord513,PROD14,TC76,19
46065,Ord266,PROD48,STC52,11
46074,Ord188,PROD19,STC34,5
46078,Ord229,PROD20,STC11,16
46078,Ord292,PROD34,STC95,5
46082,Ord713,PROD41,TC81,6
46086,Ord141,PROD26,STC20,5
46087,Ord411,PROD19,TC57,15
46090,Ord803,PROD34,TC10,7
46093,Ord632,PROD43,STC21,12
46103,Ord806,PROD19,STC59,2
46105,Ord212,PROD25,STC14,20
46117,Ord517,PROD29,STC37,7
46119,Ord385,PROD21,TC44,16
46121,Ord184,PROD37,STC18,5
46124,Ord248,PROD10,TC10,15
46124,Ord580,PROD27,STC91,10
46127,Ord787,PROD33,TC60,8
46128,Ord818,PROD43,TC11,15
46131,Ord55,PROD18,STC93,11
46132,Ord898,PROD24,TC73,18
46138,Ord546,PROD18,TC46,5
46149,Ord11,PROD40,TC63,4
46167,Ord134,PROD14,STC47,20
46167,Ord193,PROD34,STC26,1
46167,Ord994,PROD23,TC87,2
46168,Ord614,PROD38,STC87,14
46170,Ord371,PROD14,TC78,16
46181,Ord802,PROD32,STC73,4
46183,Ord422,PROD28,TC12,12
46184,Ord931,PROD42,TC56,3
46194,Ord161,PROD48,TC11,14
46194,Ord532,PROD24,TC88,19
46197,Ord597,PROD42,STC100,12
46202,Ord219,PROD27,TC13,2
46206,Ord861,PROD46,STC73,9
46209,Ord706,PROD34,STC22,18
46214,Ord703,PROD26,TC61,3
