In_Date,Shelves_ID,Product_ID,DayEnd_Stock_Pcs
43186,Shel012,PROD20,80
46067,Shel012,PROD45,99
42937,Shel012,PROD10,63
45135,Shel012,PROD46,90
44279,Shel012,PROD10,72
45468,Shel012,PROD44,25
45437,Shel012,PROD30,94
46160,Shel012,PROD39,37
45570,Shel012,PROD23,98
45657,Shel012,PROD10,100
45934,Shel012,PROD29,66
43695,Shel012,PROD37,94
45259,Shel012,PROD46,64
45126,Shel012,PROD22,77
44919,Shel012,PROD47,31
43639,Shel012,PROD28,22
45349,Shel012,PROD19,99
43024,Shel012,PROD15,27
44573,Shel012,PROD18,80
45913,Shel012,PROD28,83
43097,Shel012,PROD25,21
45581,Shel012,PROD38,91
45511,Shel012,PROD37,42
43627,Shel012,PROD11,36
44902,Shel012,PROD50,80
44667,Shel012,PROD38,40
43665,Shel012,PROD35,90
44046,Shel012,PROD40,42
43358,Shel012,PROD44,52
43870,Shel012,PROD45,26
44423,Shel012,PROD23,20
44386,Shel012,PROD14,38
46200,Shel012,PROD32,55
45984,Shel012,PROD38,73
43959,Shel012,PROD43,51
45153,Shel012,PROD25,89
44341,Shel012,PROD48,28
44774,Shel012,PROD23,93
43966,Shel012,PROD22,70
43177,Shel012,PROD42,32
43117,Shel012,PROD37,46
46008,Shel012,PROD29,15
45092,Shel012,PROD50,53
43257,Shel012,PROD28,99
45415,Shel012,PROD38,90
44090,Shel012,PROD19,32
45761,Shel012,PROD41,100
44353,Shel012,PROD42,90
42748,Shel012,PROD30,44
44202,Shel012,PROD14,81
44065,Shel012,PROD30,23
44670,Shel012,PROD41,30
45291,Shel012,PROD33,48
45411,Shel012,PROD17,13
43793,Shel012,PROD48,22
43781,Shel012,PROD42,85
45596,Shel012,PROD36,95
46041,Shel012,PROD32,18
45407,Shel012,PROD24,63
43293,Shel012,PROD49,22
43787,Shel012,PROD17,22
43286,Shel012,PROD15,35
46117,Shel012,PROD16,97
43297,Shel012,PROD22,49
44085,Shel012,PROD42,35
44259,Shel012,PROD42,66
43331,Shel012,PROD15,91
44376,Shel012,PROD49,72
45296,Shel012,PROD27,11
44820,Shel012,PROD13,16
43649,Shel012,PROD34,47
